timestamp,request_rate,avg_response_latency,p95_response_latency,error_rate,active_requests,cpu_usage_pct,memory_usage_mb
2026-08-23 18:34:21,14.589,0.0582,0.0821,0.0,4.0,19.05,67.96
2026-08-23 18:34:26,20.755,0.0438,0.0716,0.0,0.0,22.39,66.56
2026-08-23 18:34:31,22.055,0.0238,0.0334,0.0,2.0,19.36,69.57
2026-08-23 18:34:36,15.128,0.0389,0.0667,0.0,6.0,13.53,69.85
2026-08-23 18:34:41,21.372,0.058,0.0883,0.0,4.0,15.56,65.56
2026-08-23 18:34:46,19.445,0.0448,0.0634,0.0,3.0,14.19,73.0
2026-08-23 18:34:51,20.877,0.035,0.0572,0.0,1.0,13.78,68.55
2026-08-23 18:34:56,24.639,0.04,0.0623,0.0,1.0,14.66,68.8
2026-08-23 18:35:01,17.141,0.0534,0.0956,0.0,0.0,18.86,68.99
2026-08-23 18:35:06,15.362,0.0505,0.0816,0.0,3.0,10.23,68.99
2026-08-23 18:35:11,14.887,0.0426,0.0643,0.0,1.0,11.99,66.76
2026-08-23 18:35:16,15.145,0.0413,0.0696,0.0,4.0,18.66,72.23
2026-08-23 18:35:21,17.73,0.0411,0.062,0.0,3.0,19.36,67.43
2026-08-23 18:35:26,19.194,0.0358,0.063,0.0,0.0,13.02,69.92
2026-08-23 18:35:31,18.968,0.0612,0.0948,0.0,3.0,19.95,67.05
2026-08-23 18:35:36,20.895,0.0418,0.0677,0.0,3.0,17.93,66.7
2026-08-23 18:35:41,18.046,0.0572,0.0812,0.0,0.0,14.2,71.8
2026-08-23 18:35:46,23.087,0.0602,0.0946,0.0,3.0,7.69,67.78
2026-08-23 18:35:51,17.074,0.055,0.0953,0.0,3.0,10.0,67.93
2026-08-23 18:35:56,27.521,0.0407,0.0701,0.0,3.0,13.03,68.57
2026-08-23 18:36:01,20.19,0.049,0.0731,0.0,3.0,17.28,73.2
2026-08-23 18:36:06,15.0,0.0448,0.0667,0.0,1.0,17.29,72.34
2026-08-23 18:36:11,14.252,0.036,0.0621,0.0,3.0,13.6,70.57
2026-08-23 18:36:16,19.689,0.0482,0.0855,0.0,2.0,14.31,73.71
2026-08-23 18:36:21,17.218,0.0332,0.0478,0.0,1.0,14.9,66.11
2026-08-23 18:36:26,20.499,0.0569,0.0899,0.0,3.0,14.34,69.31
2026-08-23 18:36:31,19.656,0.0404,0.0619,0.0,1.0,15.49,68.15
2026-08-23 18:36:36,17.745,0.047,0.0822,0.0,0.0,14.91,64.46
2026-08-23 18:36:41,15.036,0.0478,0.0686,0.0,2.0,9.98,68.93
2026-08-23 18:36:46,12.698,0.0424,0.063,0.0,1.0,14.38,67.02
2026-08-23 18:36:51,16.437,0.0509,0.0865,0.0,1.0,14.93,71.07
2026-08-23 18:36:56,20.997,0.0403,0.0572,0.0,2.0,17.97,67.21
2026-08-23 18:37:01,18.749,0.0537,0.0858,0.0,3.0,12.51,67.1
2026-08-23 18:37:06,13.64,0.0315,0.0497,0.0,1.0,15.61,71.07
2026-08-23 18:37:11,18.606,0.0463,0.071,0.0,2.0,16.69,67.87
2026-08-23 18:37:16,19.349,0.0644,0.1003,0.0,4.0,14.55,70.33
2026-08-23 18:37:21,14.906,0.035,0.0564,0.0,2.0,9.74,68.85
2026-08-23 18:37:26,18.538,0.0382,0.056,0.0,3.0,18.03,68.88
2026-08-23 18:37:31,18.204,0.0501,0.0817,0.0,5.0,17.24,67.51
2026-08-23 18:37:36,14.0,0.0468,0.0806,0.0,4.0,15.69,69.0
2026-08-23 18:37:41,19.252,0.0485,0.0827,0.0,0.0,15.12,67.74
2026-08-23 18:37:46,19.963,0.0499,0.0729,0.0,3.0,9.66,66.39
2026-08-23 18:37:51,21.791,0.0513,0.075,0.0,3.0,17.32,67.79
2026-08-23 18:37:56,21.688,0.0561,0.0846,0.0,4.0,19.46,70.58
2026-08-23 18:38:01,13.178,0.0491,0.0758,0.0,2.0,11.66,69.07
2026-08-23 18:38:06,14.718,0.0426,0.0666,0.0,1.0,19.04,69.54
2026-08-23 18:38:11,19.803,0.0517,0.0865,0.0,0.0,18.39,68.0
2026-08-23 18:38:16,19.798,0.064,0.091,0.0,3.0,11.57,64.12
2026-08-23 18:38:21,19.803,0.0437,0.0617,0.0,2.0,13.82,65.56
2026-08-23 18:38:26,31.485,0.0353,0.0549,0.0,3.0,10.81,67.42
2026-08-23 18:38:31,19.998,0.0561,0.0941,0.0,4.0,14.8,65.73
2026-08-23 18:38:36,21.974,0.0438,0.0647,0.0,1.0,16.34,66.95
2026-08-23 18:38:41,21.339,0.0233,0.0386,0.0,2.0,11.04,66.88
2026-08-23 18:38:46,20.28,0.0535,0.0804,0.0,1.0,16.16,66.94
2026-08-23 18:38:51,16.897,0.0396,0.0696,0.0,3.0,16.92,70.87
2026-08-23 18:38:56,20.656,0.0441,0.0775,0.0,3.0,16.96,67.89
2026-08-23 18:39:01,15.295,0.0483,0.0734,0.0,2.0,16.36,69.87
2026-08-23 18:39:06,17.171,0.0469,0.07,0.0,1.0,11.31,68.33
2026-08-23 18:39:11,16.301,0.0521,0.0815,0.0,4.0,14.64,70.83
2026-08-23 18:39:16,18.287,0.0406,0.0608,0.0,2.0,16.06,70.04
2026-08-23 18:39:21,26.101,0.0501,0.0837,0.0,0.0,19.38,66.82
2026-08-23 18:39:26,11.465,0.0424,0.0734,0.0,3.0,15.01,71.92
2026-08-23 18:39:31,20.402,0.0524,0.0874,0.0,5.0,16.28,67.09
2026-08-23 18:39:36,12.355,0.0512,0.0885,0.0,4.0,12.2,68.4
2026-08-23 18:39:41,16.348,0.0356,0.0556,0.0,5.0,11.54,68.75
2026-08-23 18:39:46,21.811,0.0559,0.0817,0.0,4.0,11.15,68.98
2026-08-23 18:39:51,18.225,0.0396,0.0672,0.0,1.0,13.74,69.59
2026-08-23 18:39:56,14.228,0.0531,0.082,0.0,2.0,21.19,66.49
2026-08-23 18:40:01,15.496,0.0487,0.0812,0.0,1.0,13.79,69.42
2026-08-23 18:40:06,20.379,0.0634,0.0956,0.0,2.0,16.09,69.16
2026-08-23 18:40:11,15.444,0.0428,0.0613,0.0,4.0,16.67,68.0
2026-08-23 18:40:16,18.758,0.0415,0.0746,0.0,1.0,11.73,67.62
2026-08-23 18:40:21,18.16,0.0448,0.0655,0.0,4.0,13.69,66.38
2026-08-23 18:40:26,15.719,0.042,0.0753,0.0,4.0,16.87,68.96
2026-08-23 18:40:31,25.504,0.053,0.0949,0.0,2.0,16.28,66.68
2026-08-23 18:40:36,20.219,0.0288,0.0495,0.0,3.0,9.02,68.48
2026-08-23 18:40:41,10.912,0.0345,0.0573,0.0,4.0,16.78,67.8
2026-08-23 18:40:46,18.653,0.0343,0.056,0.0,2.0,13.35,65.33
2026-08-23 18:40:51,15.684,0.0545,0.0952,0.0,1.0,13.43,66.13
2026-08-23 18:40:56,20.984,0.0621,0.0941,0.0,3.0,16.21,68.81
2026-08-23 18:41:01,15.226,0.044,0.0698,0.0,5.0,19.57,66.95
2026-08-23 18:41:06,17.598,0.0433,0.0714,0.0,2.0,14.4,66.88
2026-08-23 18:41:11,19.767,0.0457,0.0715,0.0,6.0,18.54,66.47
2026-08-23 18:41:16,21.03,0.0566,0.0889,0.0,3.0,10.68,66.54
2026-08-23 18:41:21,13.799,0.0357,0.0547,0.0,2.0,15.39,71.29
2026-08-23 18:41:26,16.829,0.0474,0.077,0.0,0.0,13.38,65.76
2026-08-23 18:41:31,16.338,0.0548,0.0953,0.0,2.0,15.85,70.95
2026-08-23 18:41:36,15.713,0.05,0.074,0.0,1.0,14.11,67.34
2026-08-23 18:41:41,24.179,0.0469,0.0832,0.0,2.0,10.98,66.69
2026-08-23 18:41:46,19.417,0.055,0.0922,0.0,2.0,12.34,68.77
2026-08-23 18:41:51,13.587,0.018,0.0311,0.0,1.0,10.07,68.11
2026-08-23 18:41:56,21.213,0.0518,0.084,0.0,6.0,11.08,67.61
2026-08-23 18:42:01,25.428,0.0385,0.0658,0.0,0.0,16.44,68.44
2026-08-23 18:42:06,21.614,0.0267,0.0375,0.0,4.0,14.25,68.07
2026-08-23 18:42:11,12.682,0.0501,0.0866,0.0,5.0,15.69,67.57
2026-08-23 18:42:16,16.305,0.0587,0.0832,0.0,6.0,20.45,69.87
2026-08-23 18:42:21,22.434,0.0436,0.0766,0.0,0.0,14.11,65.11
2026-08-23 18:42:26,15.523,0.0545,0.098,0.0,4.0,16.9,66.17
2026-08-23 18:42:31,19.553,0.0611,0.0928,0.0,3.0,15.08,66.42
2026-08-23 18:42:36,20.711,0.0581,0.0863,0.061,1.0,23.29,65.88
2026-08-23 18:42:41,14.756,0.0614,0.1048,0.0,5.0,5.95,68.17
2026-08-23 18:42:46,17.792,0.0524,0.0787,0.0,2.0,12.85,69.01
2026-08-23 18:42:51,6.656,0.0458,0.0799,0.0,4.0,16.96,64.07
2026-08-23 18:42:56,14.415,0.029,0.0418,0.0,0.0,12.74,67.05
2026-08-23 18:43:01,17.116,0.0425,0.0617,0.0,4.0,16.7,67.36
2026-08-23 18:43:06,13.633,0.0366,0.0655,0.0,2.0,14.82,67.43
2026-08-23 18:43:11,23.713,0.0667,0.1114,0.0,0.0,17.59,65.43
2026-08-23 18:43:16,12.995,0.0432,0.0752,0.0,5.0,11.6,67.37
2026-08-23 18:43:21,16.46,0.0462,0.0707,0.0,1.0,15.52,66.18
2026-08-23 18:43:26,18.458,0.0505,0.0844,0.0,3.0,16.4,67.33
2026-08-23 18:43:31,23.044,0.0454,0.0744,0.0,4.0,15.4,64.56
2026-08-23 18:43:36,12.974,0.062,0.1017,0.0,0.0,15.45,67.34
2026-08-23 18:43:41,22.071,0.0388,0.0649,0.0,1.0,18.61,66.56
2026-08-23 18:43:46,18.036,0.0469,0.0765,0.0,3.0,9.96,67.48
2026-08-23 18:43:51,14.565,0.0376,0.0591,0.0,0.0,15.37,68.6
2026-08-23 18:43:56,19.617,0.0318,0.048,0.0,2.0,11.37,67.91
2026-08-23 18:44:01,18.697,0.0389,0.0664,0.0,3.0,17.27,69.59
2026-08-23 18:44:06,15.899,0.0446,0.0665,0.0,3.0,12.49,67.28
2026-08-23 18:44:11,18.244,0.0407,0.0683,0.0,2.0,7.58,69.24
2026-08-23 18:44:16,16.651,0.0381,0.0569,0.0,2.0,17.34,70.25
2026-08-23 18:44:21,18.397,0.0309,0.051,0.0,4.0,14.19,68.55
2026-08-23 18:44:26,20.317,0.0442,0.075,0.0,4.0,16.07,67.96
2026-08-23 18:44:31,23.551,0.03,0.0446,0.0,1.0,19.28,68.83
2026-08-23 18:44:36,13.668,0.0526,0.0749,0.0,3.0,16.11,68.62
2026-08-23 18:44:41,25.466,0.0458,0.0666,0.0,2.0,15.51,70.0
2026-08-23 18:44:46,11.168,0.0304,0.05,0.0,4.0,14.86,69.59
2026-08-23 18:44:51,17.469,0.0419,0.0729,0.0,0.0,11.56,69.61
2026-08-23 18:44:56,20.059,0.0375,0.0531,0.0,1.0,14.35,68.09
2026-08-23 18:45:01,18.983,0.0482,0.0816,0.0,4.0,20.92,68.68
2026-08-23 18:45:06,15.821,0.0584,0.0897,0.0,2.0,13.87,68.65
2026-08-23 18:45:11,17.272,0.0262,0.0418,0.0,3.0,14.53,65.59
2026-08-23 18:45:16,16.274,0.0462,0.0818,0.0,2.0,18.77,70.14
2026-08-23 18:45:21,15.937,0.0434,0.0665,0.0,1.0,10.38,64.66
2026-08-23 18:45:26,20.974,0.0517,0.082,0.0,2.0,16.86,69.42
2026-08-23 18:45:31,19.25,0.0471,0.0662,0.0,1.0,10.23,68.53
2026-08-23 18:45:36,15.575,0.0375,0.0537,0.0,3.0,16.2,67.43
2026-08-23 18:45:41,21.149,0.0418,0.0629,0.0,1.0,14.93,68.78
2026-08-23 18:45:46,19.076,0.037,0.0523,0.0,1.0,16.84,68.84
2026-08-23 18:45:51,20.845,0.0558,0.0921,0.0,2.0,11.96,65.38
2026-08-23 18:45:56,20.204,0.0452,0.071,0.0,4.0,13.39,70.83
2026-08-23 18:46:01,15.099,3.0559,3.4758,0.0,35.0,43.73,68.14
2026-08-23 18:46:06,16.039,1.7343,3.1287,0.0,33.0,44.4,72.63
2026-08-23 18:46:11,20.616,1.9417,3.9158,0.0,29.0,52.71,69.58
2026-08-23 18:46:16,20.136,3.1419,2.7813,0.0,17.0,39.71,68.1
2026-08-23 18:46:21,17.927,3.1349,2.7165,0.0,26.0,43.35,66.62
2026-08-23 18:46:26,18.411,2.4434,2.6605,0.0,28.0,49.88,67.78
2026-08-23 18:46:31,22.472,2.5232,3.1143,0.0,31.0,42.24,68.3
2026-08-23 18:46:36,15.93,2.4764,3.5568,0.0,30.0,48.72,70.93
2026-08-23 18:46:41,19.915,3.0318,2.5579,0.0,33.0,37.88,70.45
2026-08-23 18:46:46,17.292,2.2385,4.4254,0.0,25.0,43.23,68.9
2026-08-23 18:46:51,17.238,2.9596,2.9126,0.0,32.0,46.43,71.54
2026-08-23 18:46:56,21.846,3.0257,4.3516,0.0,31.0,52.63,63.97
2026-08-23 18:47:01,20.889,2.5253,3.2113,0.0,22.0,40.13,68.93
2026-08-23 18:47:06,20.847,2.8191,3.6469,0.0,20.0,34.85,70.51
2026-08-23 18:47:11,22.569,2.413,4.2203,0.0,26.0,29.68,69.09
2026-08-23 18:47:16,18.074,2.6091,3.6931,0.0,20.0,46.91,65.33
2026-08-23 18:47:21,20.387,3.1644,4.4543,0.0,23.0,41.93,70.78
2026-08-23 18:47:26,16.914,1.5876,4.5128,0.0,17.0,35.0,69.52
2026-08-23 18:47:31,19.135,2.8953,3.2141,0.0,15.0,45.0,68.69
2026-08-23 18:47:36,17.544,2.6803,3.1399,0.0,31.0,46.2,68.18
2026-08-23 18:47:41,18.339,1.9444,4.2384,0.0,30.0,52.54,71.99
2026-08-23 18:47:46,20.083,3.1919,3.5596,0.0,24.0,41.72,68.89
2026-08-23 18:47:51,15.136,2.9181,3.5841,0.0,24.0,38.74,67.52
2026-08-23 18:47:56,25.323,1.9732,3.0591,0.0,19.0,35.9,66.38
